artists_id,acousticness,danceability,disc_number,duration_ms,energy,href,id,instrumentalness,key,liveness,loudness,lyrics,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_href,uri,valence,release_date,artists_name,genres,release_year
2g6fa86fL6oLcoDqanBbuR,0.214,0.521,1.0,189709.0,0.66,https://api.spotify.com/v1/tracks/3WlN3JAWrY0Q5cEb2IEJXF,3WlN3JAWrY0Q5cEb2IEJXF,0.0,7.0,0.2,-3.659,"

Time will change you
Nothing lasts forever more
Tomorow's all we're living for
And lights will blind you
Illusions keep you wanting more
Just look past revolving doors
To find what's real

Dear life, am I doing this right?
Can you see me tonight
Can you help me dear life?
And I know that I can't understand
What you hold in your hands for me
Dear life

Love will change you
No matter if you stay with them
You'll never be the same again
You've shown me magic
Highs I've never felt before
Memories that I thank you for
From deep in my soul

Dear life, am I doing this right?
Can you see me tonight
Can you help me dear life?
And I know that I can't understand
What you hold in your hands for me
Dear life

I'm a survivor
I'm a survivor
I'm a survivor
Dear life

Sometimes it hurts you
Maybe it's a lesson learned
To bring my feet back to this Earth
To find what's real

Dear life, am I doing this right?
Can you see me tonight
Can you help me dear life?
And I know that I can't understand
What you hold in your hands for me
Dear life

I'm a survivor
I'm a survivor
I'm a survivor
Dear life
Dear life
",1.0,Dear Life,This Is: Delta Goodrem,44.0,https://p.scdn.co/mp3-preview/ed794c0100dafd0b6abf946288aab72a07ef24e3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0327,93.981,4.0,https://api.spotify.com/v1/tracks/3WlN3JAWrY0Q5cEb2IEJXF,3WlN3JAWrY0Q5cEb2IEJXF,0.278,2016-07-01,Delta Goodrem,"['australian pop', 'dance pop', 'europop']",2016.0
1sXbwvCQLGZnaH0Jp2HTVc,0.73,0.684,1.0,216133.0,0.405,https://api.spotify.com/v1/tracks/6VK0IGRSon5Z0EcFEgbZAM,6VK0IGRSon5Z0EcFEgbZAM,0.0,2.0,0.249,-9.48,"
(Alberto Dominguez)
Besame tu a mi
Besame igual que mi boca te beso
Dame el frenesi
Que mi locura te dio
Quien si no fui yo
Pudo ensenarte el camino del amor
Muerta mi altivez
Cuando mi orgullo rodo
A tu pies
Quiero que vivas solo para mi
Y que tu vayas por donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Dame la luz que tiene tu mirar
Y la ansiedad que entre tus labios vi
Esa locura de vivir y amar
Que es mas que amor frenesi
Hay en el beso que te di
Alma piedad corazon
Dime que sabes tu sentir
Lo mismo que siento yo
Quiero que vivas solo para mi
Y que tu vayas pro donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Hay en el beso que te di
Alma piedad corazon
Dime que sabes tu sentir
Lo mismo que siento yo
Quiero que vivas solo para mi
Y que tu vayas pro donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Besame con frenesi
Besame con frenesi

Kiss me
Kiss me the way my mouth kissed you
Give me the frenzy
That my madness gave you
Who if not I
Could teach you the road to love
My pride died
When it tumbled
At your feet
I want you to live just for me
And go where I go
So that my soul belongs only to you
Kiss me with a frenzy
Give me the light of your gaze
And the trembling of your lips
That madness of living and loving
That is more a frenzy than love
In the kiss that I gave you there is
Soul, piety, heart
Tell me that you know how to feel
The same way I feel
I want you to live just for me
And go where I go
So that my soul belongs only to you
Kiss me with a frenzy
",1.0,Frenesi (Frenzy),Boleros Pop,39.0,https://p.scdn.co/mp3-preview/c24be98ef4d357f29c3f2700369d6a76ad3eebb9?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0421,114.597,4.0,https://api.spotify.com/v1/tracks/6VK0IGRSon5Z0EcFEgbZAM,6VK0IGRSon5Z0EcFEgbZAM,0.624,1992-08-11,Linda Ronstadt,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'traditional folk']",1992.0
2WX2uTcsvV5OnS0inACecP,0.564,0.56,1.0,137653.0,0.467,https://api.spotify.com/v1/tracks/2DcNHgnVYwhgYM6Vumu9kH,2DcNHgnVYwhgYM6Vumu9kH,0.0,3.0,0.128,-6.13,"
I was following the
I was following the
I was following the
I was following the
I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow
And I turned 'round and there you go
And Michael, you would fall
And turn the white snow red as strawberries in the summertime
I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow
And I turned 'round and there you go
And Michael, you would fall
And turn the white snow red as strawberries in the summertime
I was following the pack, all swallowed in their coats
With scarves of red tied 'round their throats
To keep their little heads from falling in the snow
And I turned 'round and there you go
And Michael, you would fall
And turn the white snow red as strawberries in the summertime hooo hooo hooo
Hooo hooo hooo
Hooo hooo hooo
",1.0,White Winter Hymnal,Folksy Covers,32.0,https://p.scdn.co/mp3-preview/a92f472605a9bec13130e5d05d6d8df581a49618?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.03,129.663,4.0,https://api.spotify.com/v1/tracks/2DcNHgnVYwhgYM6Vumu9kH,2DcNHgnVYwhgYM6Vumu9kH,0.139,2011-11-07,Birdy,"['dance pop', 'neo mellow', 'pop']",2011.0
2g6fa86fL6oLcoDqanBbuR,0.197,0.445,1.0,265200.0,0.71,https://api.spotify.com/v1/tracks/1XfmLcVCKlRWbivOmgd3pU,1XfmLcVCKlRWbivOmgd3pU,0.0,6.0,0.104,-4.063,"
A new beginning
A new chapter of my life
Started the day
When I thought
It could be my last
My eyes were wide shut but I
I hadn't given up
Just thought I'd be working
The world alone
Out of the blue
And there I met you
Showed me a life
I can't see without you
And there's just no way
That I can fight these emotions
Your energy running through me
Nobody carried through me like you
Out of the blue
Can this be true?
(Chorus)
Family and friends they were my life
I was the one for butterflies
You give me love that I can't disguise
And there will be times when we're apart
I want you to know you're in my heart
Growing into a beautiful garden
No emotions
My whole body felt like ice
Needed to feel
That the sun will shine my away
My world had turned to dust but I
I had my faith in trust
Just though I'd be working
The world alone
(Chorus)
Family and friends they were my life
I was the one for butterflies
You give me love that I can't disguise
And there will be times when we're apart
I want you to know you're in my heart
Growing into a beautiful garden
Out of the blue
There I met you
I can't believe that this happened so soon
There's just no way
That I can fight these emotions
Your energy running through me
(Out of the blue, there I met you, showed me a life)
I can't see without you, without you, there I met you, you
(Out of the blue, there I met you, showed me a life)
I can't see without you
There will be times when we're apart
I want you to know you're in my heart
Growing into a beautiful garden
(Out of the blue)
(Out of the blue, there I met you, showed me a life)
I can't see without you
(There will be times when we're apart)
(I want you to know you're in my heart)
(Growing into a beautiful garden)
(Out of the blue)
(There I met you)
(Showed me a life I can't see without you)
",1.0,Out Of The Blue,This Is: Delta Goodrem,40.0,https://p.scdn.co/mp3-preview/f413abc96482b2d30641935a7c389ff7deb3b8fb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0281,75.845,4.0,https://api.spotify.com/v1/tracks/1XfmLcVCKlRWbivOmgd3pU,1XfmLcVCKlRWbivOmgd3pU,0.238,2004-01-05,Delta Goodrem,"['australian pop', 'dance pop', 'europop']",2004.0
7FZj349hdLfD6qzXkJLuAh,0.052,0.615,1.0,228560.0,0.878,https://api.spotify.com/v1/tracks/2awKQgW88iq9jFM54VaCAp,2awKQgW88iq9jFM54VaCAp,1.16e-06,3.0,0.326,-4.056,"


La tarde se aleja
El cielo está gris
La noche aparece sin ti
Callado en la playa
Te lloro en silencio otra vez
Me ahoga esta pena
No puedo vivir
Las olas no me hablan de ti
Sentado en la arena
Escribo tu nombre otra vez

Porque te extraño
Desde aquel noviembre
Cuando soñamos juntos
A querernos siempre
Me duele, este frío noviembre
Cuando las hojas caen
A morir por siempre

Noviembre sin ti
Es sentir que la lluvia
Me dice llorando que todo acabó
Noviembre sin ti
Es pedirle a la luna
Que brille en la noche de mi corazón
Otra vez, otra vez

Quisiera decirte
Que quiero volver
Tu nombre va escrito en mi piel
Ya es de madrugada
Te sigo esperando otra vez

Porque te extraño
Desde aquel noviembre
Cuando soñamos juntos
A querernos siempre
Me duele, este frío Noviembre
Cuando las hojas caen
A morir por siempre

Noviembre sin ti
Es sentir que la lluvia
Me dice llorando que todo acabó
Noviembre sin ti
Es pedirle a la luna
Que brille en la noche de mi corazón
Otra vez, otra vez
Noviembre sin ti
Es sentir que la lluvia
Me dice llorando que todo acabó
Noviembre sin ti
Es pedirle a la luna
Que brille en la noche de mi corazón
Otra vez, otra vez
",1.0,El Sol No Regresa,Romanticas en español,73.0,https://p.scdn.co/mp3-preview/3ec5a2d5b9be0820ff94531374c1e572deae2631?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.035,127.906,4.0,https://api.spotify.com/v1/tracks/2awKQgW88iq9jFM54VaCAp,2awKQgW88iq9jFM54VaCAp,0.72,2004-03-02,La Quinta Estacion,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock', 'tropical']",2004.0
2g6fa86fL6oLcoDqanBbuR,0.667,0.28,1.0,207970.0,0.233,https://api.spotify.com/v1/tracks/7slokYxuhPrPacOcEfMTD2,7slokYxuhPrPacOcEfMTD2,0.0,0.0,0.109,-7.448,"

I've given my heart and can't get it back
I've had too many knives thrown at my back
Wouldn't it be easy to throw it all away?
Wouldn't it be easy to call it a day?

How do you love when you're broken?
I've had enough, I'm only human

I can't control what is out of my hands
But God knows sometimes I just don't understand
So wouldn't it be easy to just turn the page?
Wouldn't it be better to throw the book away?

How do you love when you're broken?
I've had enough, I'm only human

I'll see in time that there's a reason and a rhyme
It's just a season with some lessons for your life
But I want to know why today got so much colder
And I want to know when the storm clouds will be over

I want to love when I'm broken
I want to love I'm only human

When I see the sun I am starting again
No matter the luck, it's never the end
",1.0,Only Human,This Is: Delta Goodrem,31.0,https://p.scdn.co/mp3-preview/3fb432d99809b5552870b2189cc3a53da20a9517?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0357,161.98,3.0,https://api.spotify.com/v1/tracks/7slokYxuhPrPacOcEfMTD2,7slokYxuhPrPacOcEfMTD2,0.183,2016-07-01,Delta Goodrem,"['australian pop', 'dance pop', 'europop']",2016.0
2g6fa86fL6oLcoDqanBbuR,0.316,0.771,1.0,189893.0,0.735,https://api.spotify.com/v1/tracks/4AWbPLP6CUM814Tn3fA7D7,4AWbPLP6CUM814Tn3fA7D7,0.0,1.0,0.173,-6.426,"
Prepare yourself to meet
A girl who cannot sleep
Dividing every question till
The questions are complete
Every twisted tongue
She studies everyone
She won't leave any stone unturned
The night is oh so young
Oh oh
She's traveling back in time
Questioning every line
That someone said
Oh oh
She's trying to understand
Free her mind
She's always the analyst
Silent space
The culprit
The catalyst
Trying to make sense of her life
Digging around in the dirt
She's a slave to the work
She's always the analyst
Can you be sure we haven't met
See the eyes
They don't forget
They wander through the passageways
That tease a restless mind
Can't afford to slip
The picture's gotta fit
Her world's a photograph
That gets dissected bit by bit
Oh oh
She's traveling back in time
Questioning every line
That someone said
Oh oh
She's trying to understand
Free her mind
She's always the analyst
Silent space
The culprit
The catalyst
Trying to make sense of her life
Digging around in the dirt
She's a slave to the work
She's always the analyst
She's always the analyst
Oh oh
Reliving
The mistake she's made
Not a moment for
The curious girl
Free her mind
She's always the analyst
Silent space
The culprit
The catalyst
Trying to make sense of her life
Digging around
Breaking it down
Neurotic thoughts
Burning the ground
Every sight
Every sound
She's always the analyst
",1.0,My Big Mistake - Anniversary Edition,This Is: Delta Goodrem,21.0,https://p.scdn.co/mp3-preview/dcf01010d0c91c46a9445623c78b9c560b313d9c?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0383,116.008,4.0,https://api.spotify.com/v1/tracks/4AWbPLP6CUM814Tn3fA7D7,4AWbPLP6CUM814Tn3fA7D7,0.725,2013-11-29,Delta Goodrem,"['australian pop', 'dance pop', 'europop']",2013.0
5BMgsAFg8rZQc3tqs5BB8G,0.64,0.674,1.0,276133.0,0.64,https://api.spotify.com/v1/tracks/7LTz3mBUUA3C6keITI7yhK,7LTz3mBUUA3C6keITI7yhK,0.0112,2.0,0.177,-6.372,"
Colgado del cielo
Por doce cipreses
Doce apostoles de verde
Velan doce meses
A la tapia en ruinas
Que lo delimita
Le han quitado algunas piedras
Para hacer la ermita
Tiene mi cementerio una fosa común
Donde estamos los heroes de Cuba
Los domingos los negros no dejan dormir
Pues les da por cantar misa luba
Y los muertos aquí lo pasamos muy bien
Entre flores de colores
Y los viernes y tal
Si en la fosa no hay plan
Nos vestimos y salimos
Para dar una vuelta
Sin pasar de la puerta eso si
Que los muertos aqui
Es donde tienen que estar
Y el cielo por mi
Se puede esperar
Este cementerio
No es cualquiera cosa
Pues las lapidas del fondo
Son de marmol rosa
Y aunque hay buenas tumbas
Estan mejor los nichos
Porque cuestan mas baratos
Y no hay casi bichos
Luego en plan señorial
El panteon familiar
De los duques Medina y Luengo
Que aunque el juicio final
Nos trate por igual
Aqui hay gente de rancio abolengo
Y los muertos aquí lo pasamos muy bien
Entre flores de colores
Y los viernes y tal
Si en la fosa no hay plan
Nos vestimos y salimos
Para dar una vuelta
Sin pasar de la puerta eso si
Que los muertos aquí
Es donde tienen que estar
Y el cielo por mi
Se puede esperar
",1.0,No Es Serio Este Cementerio,Día de Muertos,49.0,https://p.scdn.co/mp3-preview/cac0ca482885d82779b0df0e600eeb773e09394d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0271,112.622,4.0,https://api.spotify.com/v1/tracks/7LTz3mBUUA3C6keITI7yhK,7LTz3mBUUA3C6keITI7yhK,0.732,2013-06-18,Mecano,"['dance pop', 'latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2013.0
1sXbwvCQLGZnaH0Jp2HTVc,0.666,0.329,1.0,260667.0,0.106,https://api.spotify.com/v1/tracks/6HCbtJCgv3guNNVP14vK1x,6HCbtJCgv3guNNVP14vK1x,7.9e-05,9.0,0.114,-15.899,"
LINDA RONSTADT
",0.0,Ta Ta Dios (Father God),Día de Muertos,18.0,https://p.scdn.co/mp3-preview/d6d9f1cf59fb83833b255cb2ce9078c7dc9ced64?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0347,186.714,3.0,https://api.spotify.com/v1/tracks/6HCbtJCgv3guNNVP14vK1x,6HCbtJCgv3guNNVP14vK1x,0.271,1991-11-05,Linda Ronstadt,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'traditional folk']",1991.0
2DlGxzQSjYe5N6G9nkYghR,0.0656,0.686,1.0,227227.0,0.621,https://api.spotify.com/v1/tracks/1p8GNE0OTH0khjLr8ztcpP,1p8GNE0OTH0khjLr8ztcpP,6.31e-05,11.0,0.0763,-6.679,"


We clawed, we chained, our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny

Don’t you ever say I just walked away
I will always want you
I can’t live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

I put you high up in the sky
And now, you’re not coming down
It slowly turned, you let me burn
And now, we’re ashes on the ground

Don’t you ever say I just walked away
I will always want you
I can’t live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me

I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me

I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should’ve let you win
I never meant to start a war
I just wanted you to let me in
I guess I should’ve let you win

Don’t you ever say I just walked away
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me

I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me
",0.0,If You Had My Love - Radio Edit,Hinos Pop,45.0,https://p.scdn.co/mp3-preview/6bc0f4a066a5ca88e3d0034728303d6b0d52a4a1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0332,94.0,4.0,https://api.spotify.com/v1/tracks/1p8GNE0OTH0khjLr8ztcpP,1p8GNE0OTH0khjLr8ztcpP,0.8,1999-05-04,Jennifer Lopez,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1999.0
6l0msaZPAzFDz1UDDv6BV8,0.0239,0.509,1.0,210760.0,0.733,https://api.spotify.com/v1/tracks/3CObFGwVn3fQkHB3laYhaZ,3CObFGwVn3fQkHB3laYhaZ,0.0,1.0,0.0998,-5.272,"

I didn't have a phone
Shoot no 'mones
Just got pounded down
With nothing else to do
Thanks to Ru
Sad tranny clown
Tell me it's a DQ
Then when all-star comes around
You say
Tell me I don't need it
Even though I bought the gowns
Bitch, wait...

Because it's too late to RuPaulogize (oooh!)
It's too late (too late to RuPaulogize)
I said it's too late to RuPaulogize (it's too late!)
It's too late
Shady shade (that's some shady shade!)
I said it's too late to RuPaulogize (ha ha ha)
It's too late (#RuPaulogize)

I take it on the chin
I'll just grin
Say I'm in next year (that's a long time!)
Put me in a box
With some holes so that I can see (which way am I going?)
Who's dick I gotta suck to
Get my ass back on the tube?
I got lube…
Sorry about it boo, but
All-stars won't be needing you
That's real damn rude

It's too late to RuPaulogize(it's too late.)
It's too late (that's so fucking rude!)
I said it's too late to RuPaulogize(that ain't right!)
It's too late (now would be a good time—oh wait, it's too late, nevermind.)

I'mma take those other bitches down
I'mma take those other bitches down (I'll take them down!)
I'mma take those other bitches down (can I get an amen?)
I'mma take those other bitches down
Take them down, down, down

Silence! (clap clap)
Bring back my girls…
This is your last chance to impress me…
And save yourself from extermination!
Oh the shade of it all!
Shady shade…
I'm sorry my dear
But it's too late
Oooh, bitch! Consider that stolen!
It's too late…
Now sashay away…
Let the music play!

Because it's too late to RuPaulogize
It's too late (it's too late girl, shady shade!)
I said it's too late to RuPaulogize (I gave up scheduling issues)
It's too late (and then you don't want me now? What is that, loss of income?)

I'mma take those other bitches down (uh huh, that's a loss of income.)
I'mma take those other bitches down (I will take them down, thank you.)
I'mma take those other bitches down (bitch.)
I'mma take those other bitches down
Take them down

Got some white girl problems down
But Ms. Needles sure did earn
The crown
",0.0,RuPaulogize (feat. Sharon Needles),Fierce,40.0,https://p.scdn.co/mp3-preview/c3cfc7238a8f3475de0f1303f33e7f81572888f8?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0536,132.005,4.0,https://api.spotify.com/v1/tracks/3CObFGwVn3fQkHB3laYhaZ,3CObFGwVn3fQkHB3laYhaZ,0.552,2013-04-18,Willam,"['dance pop', 'electropop', 'strut']",2013.0
2e4nwiX8ZCU09LGLOpeqTH,0.565,0.567,1.0,207440.0,0.56,https://api.spotify.com/v1/tracks/7hSLEk0h67Q5NO1TfLHgLf,7hSLEk0h67Q5NO1TfLHgLf,0.0,6.0,0.102,-5.552,"
Letra de ""Nadie Ha Dicho""Y tú por qué esperabas
Para decirme lo que ya nos hiere
El que no arriesga nada
No va al infierno ni va a los altares
Y fue nuestra distancia
Que cómplice de nuestras precauciones
Con su verdad tajante
Nos dividió así en dos direcciones
Perdona si hace algunos días
No he sabido contestarte
Tenía una escapatoria nueva
Y ganas de encontrarme
Y nadie ha dicho que me faltes siempre
A veces nieva improvisadamente
Y algunos ángulos del cielo no verán la luz jamás
Y nadie ha dicho que sea indiferente
A la mirada que te vuelve ausente
Y al egoísmo de un recuerdo al que no puedo renunciar
Búscate un amigo
Que sea el refugio bajo la tormenta
Si lo que yo te debo
Es ser honesta, el resto ya no cuenta
Perdona si hace algunos días
No he sabido contestarte
El tren que lleva al aeropuerto
Me verá alejarte
Y nadie ha dicho que me faltes siempre
A veces nieva improvisadamente
Y algunos ángulos del cielo no verán la luz jamás
Y nadie ha dicho que sea indiferente
A la mirada que te vuelve ausente
Y al egoísmo de un recuerdo al que no puedo renunciar
Y nadie ha dicho
Y nadie ha dicho
Y nadie ha dicho
Y nadie ha dicho
Y quién te ha dicho que sea indiferente
Lo que tu vimos fue tan importante
Nos quedaremos con lo bueno
Y será nuestra liberdad
Perdona si te he confundido
También yo quiero renacer
",1.0,Nadie ha dicho,Sin Ti,58.0,https://p.scdn.co/mp3-preview/bd230872a66ea6ff04ce3aa457538a03bdada3b1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0326,129.747,4.0,https://api.spotify.com/v1/tracks/7hSLEk0h67Q5NO1TfLHgLf,7hSLEk0h67Q5NO1TfLHgLf,0.159,2018-01-26,Laura Pausini,"['europop', 'italian pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']",2018.0
20sxb77xiYeusSH8cVdatc,0.0948,0.683,1.0,189057.0,0.854,https://api.spotify.com/v1/tracks/0hjLM1wMtk27Qd4ZihyHmi,0hjLM1wMtk27Qd4ZihyHmi,0.0,2.0,0.267,-3.915,"

I got the key to the streets
I got the key to the safe
He wanna see what I'm selling
I put the key in his face
I just got back from the dealer, i got the key to the Wraith
I got the key to the Bentley Truck
When I leave the booth, I'm gone pick it up
Facts, when I'm in my hood, shit I do what I wanna
250 im spinnin'  the corner
You better get busy you running up on us, no rat
Ain't no rat nigga
Play on my nigga you know you a goner
Play on my nigga you know they gone hit you
These niggas be hating the fuck is they issue?
They mad, ah damn, busting it down on my real ones
They kill each other for lil ones
We tryna set up the lil ones
Loyalty only thing matter to me
We bout to bust up some millions
Niggas is ready civilians
We the type never to 
Wait, wait wait, walk in and blow when I step in it
I'm from the P and I'm repping it
Seen it with me that's a definite
That was your chick, better check on it
I write a name, put a check on it
She suck my dick get a check for it
Im tripping
Maybach, Maybach, Maybach, Maybach in this bitch
Back to back and the black on black Maybach Maybach getting rich
Maybach, Maybach, Maybach, when she suck this Maybach dick
Maybach Maybach does that shit
Timing is money and money is time
Hustle like I'm bout to run out of time
Step to a chump in the front of the line
Get on my level I been in the mix
Blue on Rick 'Rari like Optimus Prime
Most of these niggas be popping these pills
Don't know what they talking, they out of they mind
They sipping that lean and popping them percys a thousand a time
They said that they goons get not full bodied they dropping a dime
You said he a hitter, why you was lying?
He hit the district, he posting them pictures and crying for mom
Niggas is rats, gang
Living that shit I was rapping and rapping this shit I was trapping
We catch them niggas in traffic
That F N 5 7 drop 21 on 'em no savage
I ain't not doing no rapping
That 2500 my sneakers three thousand my jacket
Niggas be thinking that I'm into fashion
I'm being Neiman's just ball in the snap
Double M G, we gone crush y'all
If it's fuck me, you know its fuck y'all
Bitch ass niggas, they don't want war
All these choppers in the crib look like a gun store
And the rose gold look like duck sauce in the Maybach
With a young broad why the fuck would I give a fuck for?
We don't lose sleep by the fuck boy
Sending hits like a drug lord, Pablo
Dog food like Ralo
If they all move then they die slow, pronto
Mixing that Louis, that Gucci, that east Saint Laurent with diamond Milano
Feeling that shit that I ride for
Pop a wheelie when we see the 5-0
Who motivate niggas if I go?
Name one at the ClearPort, where you can't come
Eating, finger-licking on the G5
Prime state with the A1
When it come to rappers, I don't be with niggas
I'm still mobbing on them with my day ones
Lil shorty try to play the kid (KIdd) but I'm Jason
Handle that rod like it's And 1
Talking hot sauce when I pop off with the top off
Finna Wraith fan from a popstar
Man I live a life niggas would die for
This that young nigga talk at the dealer shit
When you killing shit, on some winner shit
At the VMA's with the 30 on me
In the front row and who with the shits
Cause these fuck niggas say they want smoke
When we run into 'em we gone kill the shit
Talking really quick
Keep the strap on me like a nigga bitch
All these racks on me I feel nigga rich
Yeah you know, all these racks on me, I feel nigga rich
All these racks on me, I feel nigga rich
I'm tired this the end of the night
I swear to God I ain't go to sleep last night
Hey Clue, I swear to God you better stop doing your show at nighttime too Clue
Wins and Losses is in stores right now, Meek Milly its your boy checking in
NYC, you already know what it is we in this bitch, gang
Chasers, chasers
Maybach, Maybach, Maybach, in this bitch
Back to back and the black on black Maybach Maybach getting rich
Maybach, Maybach, Maybach, when she suck this Maybach dick
Maybach Maybach does that shit, GANG
",1.0,Wins & Losses,Big Gains Workout,61.0,https://p.scdn.co/mp3-preview/c69c81917119b6b8434d0d15d4d964b7dfcf5a65?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.196,92.006,4.0,https://api.spotify.com/v1/tracks/0hjLM1wMtk27Qd4ZihyHmi,0hjLM1wMtk27Qd4ZihyHmi,0.131,2017-08-04,Meek Mill,"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2017.0
